account_id,customer_id,open_date,credit_limit,apr,utilization,current_balance,status
4843,4843,2016-04-18,7890.87,0.2444,0.3047,2404.08,ACTIVE
4844,4844,2017-06-12,8254.24,0.2075,0.2756,2275.07,ACTIVE
4845,4845,2023-05-12,7438.48,0.1627,0.1944,1445.68,ACTIVE
4846,4846,2021-04-22,6345.96,0.2185,0.176,1116.59,ACTIVE
4847,4847,2024-10-03,6396.09,0.2176,0.4153,2656.45,ACTIVE
4848,4848,2022-09-14,4279.31,0.2579,0.3892,1665.52,ACTIVE
4849,4849,2024-11-02,3536.68,0.2289,0.3733,1320.14,ACTIVE
4850,4850,2024-01-07,3334.9,0.2344,0.3079,1026.67,ACTIVE
4851,4851,2025-01-01,3211.93,0.2902,0.6128,1968.16,ACTIVE
4852,4852,2018-06-07,5021.23,0.1986,0.336,1687.32,ACTIVE
4853,4853,2020-12-23,2829.45,0.2604,0.3836,1085.38,ACTIVE
4854,4854,2020-05-27,8010.97,0.2298,0.2921,2340.22,ACTIVE
4855,4855,2017-07-12,3206.72,0.2558,0.5399,1731.28,ACTIVE
4856,4856,2017-01-13,7607.74,0.237,0.5821,4428.46,ACTIVE
4857,4857,2019-10-30,11712.53,0.1819,0.3362,3938.0,ACTIVE
4858,4858,2020-07-26,5202.4,0.2449,0.4603,2394.61,ACTIVE
4859,4859,2018-09-05,6085.29,0.1969,0.3582,2179.54,ACTIVE
4860,4860,2020-12-23,3741.28,0.2544,0.2807,1050.01,ACTIVE
4861,4861,2020-08-25,3623.27,0.2155,0.4142,1500.67,ACTIVE
4862,4862,2022-02-16,5081.4,0.2416,0.2065,1049.1,ACTIVE
4863,4863,2023-03-13,4526.57,0.2507,0.3202,1449.61,ACTIVE
4864,4864,2023-02-11,5855.87,0.215,0.4446,2603.23,ACTIVE
4865,4865,2018-08-06,7491.48,0.2499,0.4657,3488.47,ACTIVE
4866,4866,2016-11-14,6402.77,0.1859,0.4002,2562.22,ACTIVE
4867,4867,2020-11-23,6312.0,0.1871,0.2193,1384.17,ACTIVE
4868,4868,2024-02-06,4406.61,0.243,0.3778,1664.72,ACTIVE
4869,4869,2019-01-03,8701.63,0.2031,0.4287,3730.57,ACTIVE
4870,4870,2016-02-18,6896.4,0.25,0.4846,3341.98,ACTIVE
4871,4871,2019-10-30,4641.23,0.223,0.301,1397.02,ACTIVE
4872,4872,2024-10-03,4401.74,0.2539,0.6083,2677.75,ACTIVE
4873,4873,2024-04-06,5280.74,0.2379,0.211,1114.31,ACTIVE
4874,4874,2019-11-29,4406.56,0.1635,0.2701,1190.41,ACTIVE
4875,4875,2016-07-17,10860.03,0.2227,0.2332,2532.54,ACTIVE
4876,4876,2024-07-05,6442.51,0.2107,0.2918,1879.89,ACTIVE
4877,4877,2017-08-11,4968.42,0.2154,0.4888,2428.48,ACTIVE
4878,4878,2017-05-13,4480.19,0.2707,0.1875,839.85,ACTIVE
4879,4879,2024-07-05,4712.26,0.2401,0.501,2360.79,ACTIVE
4880,4880,2022-12-13,3034.04,0.265,0.3818,1158.43,ACTIVE
4881,4881,2025-01-01,5389.97,0.2105,0.4942,2663.77,ACTIVE
4882,4882,2019-07-02,3513.74,0.2101,0.3269,1148.68,ACTIVE
4883,4883,2023-05-12,2476.37,0.2776,0.366,906.43,ACTIVE
4884,4884,2016-01-19,3480.09,0.2353,0.3761,1308.7,ACTIVE
4885,4885,2024-03-07,2390.73,0.2339,0.4774,1141.38,ACTIVE
4886,4886,2018-09-05,8858.46,0.2275,0.0912,808.09,CLOSED
4887,4887,2017-04-13,3279.37,0.2624,0.5616,1841.62,ACTIVE
4888,4888,2023-04-12,5635.01,0.2944,0.3321,1871.48,ACTIVE
4889,4889,2022-07-16,4791.62,0.28,0.3968,1901.2,ACTIVE
4890,4890,2017-03-14,8323.06,0.2123,0.3108,2587.17,ACTIVE
4891,4891,2024-02-06,5370.25,0.2262,0.3387,1818.73,ACTIVE
4892,4892,2020-09-24,10197.35,0.2526,0.2505,2554.46,ACTIVE
4893,4893,2022-07-16,5438.85,0.213,0.2991,1626.87,ACTIVE
4894,4894,2024-12-02,5783.14,0.2032,0.4334,2506.55,ACTIVE
4895,4895,2020-07-26,5426.48,0.2411,0.3574,1939.51,ACTIVE
4896,4896,2020-03-28,2791.41,0.2618,0.369,1030.13,ACTIVE
4897,4897,2021-08-20,4204.57,0.2506,0.4541,1909.3,ACTIVE
4898,4898,2017-01-13,5677.1,0.2317,0.4854,2755.53,ACTIVE
4899,4899,2024-02-06,5984.74,0.2115,0.4378,2620.31,ACTIVE
4900,4900,2020-10-24,4296.01,0.2561,0.3045,1308.11,ACTIVE
4901,4901,2023-04-12,5434.23,0.2408,0.3156,1714.93,CLOSED
4902,4902,2017-07-12,5495.8,0.2336,0.3789,2082.54,ACTIVE
4903,4903,2019-08-01,4238.58,0.201,0.3582,1518.12,ACTIVE
4904,4904,2018-02-07,4281.8,0.1978,0.4682,2004.77,CLOSED
4905,4905,2024-01-07,6463.59,0.2046,0.5056,3267.78,ACTIVE
4906,4906,2020-07-26,2683.12,0.2733,0.4355,1168.45,ACTIVE
4907,4907,2024-07-05,5300.01,0.2747,0.4811,2549.89,ACTIVE
4908,4908,2021-11-18,2802.31,0.2401,0.4373,1225.44,CLOSED
4909,4909,2015-09-21,3253.05,0.2409,0.3457,1124.54,ACTIVE
4910,4910,2017-11-09,6307.71,0.1989,0.2348,1481.22,ACTIVE
4911,4911,2024-04-06,3834.31,0.2229,0.3616,1386.66,ACTIVE
4912,4912,2021-05-22,4774.84,0.2249,0.425,2029.5,ACTIVE
4913,4913,2016-06-17,3907.25,0.2419,0.4107,1604.64,ACTIVE
4914,4914,2023-05-12,2389.46,0.2642,0.5174,1236.23,ACTIVE
4915,4915,2017-08-11,5313.27,0.2386,0.539,2863.9,ACTIVE
4916,4916,2021-11-18,3897.37,0.2579,0.4895,1907.78,ACTIVE
4917,4917,2020-04-27,6730.32,0.1893,0.3576,2406.56,ACTIVE
4918,4918,2016-05-18,4454.46,0.2178,0.1946,866.72,ACTIVE
4919,4919,2018-06-07,6182.19,0.2111,0.4448,2750.11,ACTIVE
4920,4920,2022-03-18,5266.43,0.23,0.4017,2115.45,ACTIVE
4921,4921,2024-12-02,3005.68,0.2531,0.6511,1957.02,ACTIVE
4922,4922,2022-09-14,5093.7,0.2497,0.3917,1995.08,ACTIVE
4923,4923,2020-11-23,5642.88,0.26,0.4983,2811.78,ACTIVE
4924,4924,2023-09-09,9581.66,0.2244,0.4437,4251.62,ACTIVE
4925,4925,2016-05-18,10519.5,0.213,0.1773,1864.88,ACTIVE
4926,4926,2024-07-05,4993.44,0.2506,0.5176,2584.62,ACTIVE
4927,4927,2019-09-30,2703.55,0.2369,0.429,1159.93,ACTIVE
4928,4928,2015-05-24,6077.63,0.1963,0.3491,2121.74,ACTIVE
4929,4929,2021-09-19,5849.66,0.1887,0.2847,1665.54,ACTIVE
4930,4930,2019-09-30,8098.52,0.2156,0.4352,3524.25,ACTIVE
4931,4931,2024-05-06,4241.6,0.28,0.5317,2255.44,ACTIVE
4932,4932,2017-11-09,3027.76,0.2378,0.3558,1077.37,ACTIVE
4933,4933,2015-05-24,9162.89,0.1909,0.3526,3230.47,ACTIVE
4934,4934,2017-06-12,5292.94,0.2096,0.4897,2591.93,ACTIVE
4935,4935,2023-08-10,4001.4,0.2498,0.3718,1487.9,ACTIVE
4936,4936,2021-07-21,6182.53,0.1979,0.3076,1901.9,ACTIVE
4937,4937,2017-12-09,6307.07,0.226,0.4186,2640.06,ACTIVE
4938,4938,2017-03-14,4741.05,0.2458,0.3691,1749.71,ACTIVE
4939,4939,2021-01-22,8968.3,0.2239,0.5489,4922.74,ACTIVE
4940,4940,2015-07-23,3734.63,0.2471,0.4746,1772.33,ACTIVE
4941,4941,2023-01-12,3281.26,0.2825,0.3525,1156.75,ACTIVE
4942,4942,2017-09-10,2789.66,0.2779,0.6278,1751.41,ACTIVE
4943,4943,2020-02-27,9079.09,0.2078,0.2612,2371.02,ACTIVE
4944,4944,2018-01-08,3745.31,0.2179,0.134,501.97,CLOSED
4945,4945,2019-03-04,5771.02,0.2412,0.2448,1412.75,ACTIVE
4946,4946,2020-10-24,3596.99,0.2392,0.3823,1375.07,ACTIVE
4947,4947,2017-01-13,8746.7,0.2148,0.2969,2596.99,ACTIVE
4948,4948,2016-10-15,2228.79,0.2794,0.5381,1199.36,ACTIVE
4949,4949,2016-12-14,4576.95,0.2362,0.1148,525.33,ACTIVE
4950,4950,2024-03-07,11335.28,0.1943,0.1516,1718.69,ACTIVE
4951,4951,2020-11-23,4836.12,0.2534,0.4241,2050.95,ACTIVE
4952,4952,2017-09-10,4147.56,0.2221,0.4191,1738.44,ACTIVE
4953,4953,2016-06-17,3421.72,0.2515,0.4515,1544.9,ACTIVE
4954,4954,2021-06-21,9719.96,0.2166,0.3499,3400.94,ACTIVE
4955,4955,2017-10-10,9376.78,0.2056,0.2584,2422.83,CLOSED
4956,4956,2019-07-02,4432.41,0.2679,0.5607,2485.1,ACTIVE
4957,4957,2022-11-13,5641.0,0.2248,0.2919,1646.76,ACTIVE
4958,4958,2016-03-19,6676.06,0.228,0.1903,1270.55,ACTIVE
4959,4959,2020-08-25,3940.22,0.2483,0.3576,1409.08,ACTIVE
4960,4960,2019-02-02,8950.23,0.1796,0.3955,3539.68,ACTIVE
4961,4961,2022-03-18,2257.54,0.2549,0.4974,1122.86,ACTIVE
4962,4962,2024-10-03,4782.71,0.18,0.195,932.79,ACTIVE
4963,4963,2020-07-26,2397.64,0.2673,0.3057,732.86,ACTIVE
4964,4964,2017-12-09,4117.96,0.1804,0.2733,1125.53,ACTIVE
4965,4965,2021-10-19,4976.62,0.2731,0.5693,2833.42,ACTIVE
4966,4966,2015-11-20,5696.7,0.2108,0.4604,2622.91,ACTIVE
4967,4967,2017-08-11,5081.06,0.2588,0.5737,2915.19,ACTIVE
4968,4968,2018-09-05,6208.04,0.2207,0.2099,1303.06,ACTIVE
4969,4969,2017-02-12,3299.24,0.244,0.5502,1815.17,ACTIVE
4970,4970,2016-07-17,4783.52,0.2404,0.2862,1369.16,ACTIVE
4971,4971,2017-12-09,5765.29,0.2297,0.4325,2493.75,ACTIVE
4972,4972,2016-11-14,5279.48,0.2607,0.3752,1980.83,ACTIVE
4973,4973,2018-01-08,3626.62,0.2165,0.3952,1433.16,ACTIVE
4974,4974,2016-07-17,8965.52,0.2345,0.2007,1799.66,ACTIVE
4975,4975,2024-01-07,4323.06,0.2026,0.3585,1550.03,ACTIVE
4976,4976,2021-08-20,4492.86,0.215,0.2536,1139.45,ACTIVE
4977,4977,2016-04-18,3903.21,0.2282,0.3954,1543.48,ACTIVE
4978,4978,2020-05-27,6117.1,0.2125,0.52,3180.59,ACTIVE
4979,4979,2024-12-02,2810.19,0.2618,0.4217,1185.02,ACTIVE
4980,4980,2016-09-15,2279.36,0.2567,0.3348,763.18,ACTIVE
4981,4981,2018-08-06,6503.81,0.1963,0.2848,1852.09,ACTIVE
4982,4982,2016-01-19,4532.31,0.1851,0.0916,415.31,ACTIVE
4983,4983,2024-12-02,4031.33,0.1743,0.4459,1797.49,ACTIVE
4984,4984,2023-08-10,5784.45,0.1919,0.5062,2928.29,ACTIVE
4985,4985,2019-12-29,4824.09,0.2589,0.2793,1347.23,ACTIVE
4986,4986,2023-04-12,3435.25,0.2621,0.5096,1750.68,ACTIVE
4987,4987,2019-11-29,3713.54,0.2303,0.3111,1155.17,ACTIVE
4988,4988,2021-08-20,6623.74,0.1874,0.3305,2188.92,ACTIVE
4989,4989,2022-12-13,6188.72,0.272,0.4838,2994.22,ACTIVE
4990,4990,2017-06-12,4319.42,0.2349,0.1847,798.01,ACTIVE
4991,4991,2024-09-03,3439.26,0.2383,0.3426,1178.43,ACTIVE
4992,4992,2016-06-17,8984.52,0.2396,0.3854,3462.56,ACTIVE
4993,4993,2023-07-11,5588.09,0.2671,0.3848,2150.44,ACTIVE
4994,4994,2019-05-03,4445.09,0.2319,0.5208,2314.79,ACTIVE
4995,4995,2015-04-24,10022.89,0.2199,0.188,1884.63,ACTIVE
4996,4996,2023-12-08,3309.36,0.2575,0.5208,1723.59,ACTIVE
4997,4997,2015-11-20,4893.54,0.2485,0.427,2089.71,ACTIVE
4998,4998,2022-01-17,5331.07,0.2283,0.3456,1842.18,ACTIVE
4999,4999,2017-10-10,10143.63,0.1902,0.4004,4061.5,ACTIVE
5000,5000,2016-08-16,3394.07,0.2832,0.5145,1746.14,ACTIVE
5001,5001,2022-10-14,3457.44,0.2662,0.4046,1399.0,ACTIVE
5002,5002,2021-08-20,5588.59,0.224,0.4429,2475.12,ACTIVE
5003,5003,2016-07-17,9337.8,0.1993,0.1052,982.66,ACTIVE
5004,5004,2024-01-07,2618.93,0.2587,0.4986,1305.77,ACTIVE
5005,5005,2023-12-08,4927.17,0.2232,0.2099,1034.0,ACTIVE
5006,5006,2022-01-17,5738.46,0.2213,0.3711,2129.76,ACTIVE
5007,5007,2019-02-02,3417.88,0.2664,0.6567,2244.49,ACTIVE
5008,5008,2017-02-12,7227.1,0.164,0.0805,581.74,ACTIVE
5009,5009,2019-07-02,6701.13,0.1786,0.3732,2501.19,ACTIVE
5010,5010,2020-02-27,8137.08,0.2369,0.3653,2972.12,ACTIVE
5011,5011,2016-06-17,6487.35,0.198,0.1844,1196.12,ACTIVE
5012,5012,2023-05-12,4402.11,0.2593,0.2918,1284.63,ACTIVE
5013,5013,2016-02-18,7314.21,0.2341,0.4755,3477.68,ACTIVE
5014,5014,2021-12-18,4313.71,0.1864,0.3639,1569.79,ACTIVE
5015,5015,2022-04-17,6064.16,0.2411,0.4569,2770.67,ACTIVE
5016,5016,2015-08-22,5535.57,0.2438,0.2316,1281.82,ACTIVE
5017,5017,2018-09-05,4342.71,0.2194,0.5425,2356.03,ACTIVE
5018,5018,2020-10-24,1637.12,0.298,0.7161,1172.31,ACTIVE
5019,5019,2021-10-19,6086.75,0.2139,0.3104,1889.61,ACTIVE
5020,5020,2020-09-24,4950.87,0.2433,0.4815,2383.6,ACTIVE
5021,5021,2017-04-13,4839.33,0.2348,0.1712,828.63,ACTIVE
5022,5022,2023-07-11,4311.07,0.2695,0.5535,2386.18,ACTIVE
5023,5023,2023-05-12,4229.55,0.2212,0.2786,1178.43,ACTIVE
5024,5024,2022-01-17,10098.53,0.2399,0.2698,2724.37,ACTIVE
5025,5025,2020-04-27,2318.65,0.2211,0.4165,965.81,ACTIVE
5026,5026,2017-01-13,7572.93,0.2307,0.3637,2754.0,ACTIVE
5027,5027,2022-12-13,5648.96,0.2425,0.2861,1615.98,ACTIVE
5028,5028,2017-04-13,5413.93,0.2243,0.4381,2371.75,ACTIVE
5029,5029,2016-02-18,4102.2,0.2619,0.5266,2160.25,ACTIVE
5030,5030,2020-09-24,7183.39,0.2267,0.2937,2109.56,ACTIVE
5031,5031,2015-07-23,7169.56,0.236,0.4923,3529.66,ACTIVE
5032,5032,2016-03-19,4557.45,0.259,0.6512,2967.93,ACTIVE
5033,5033,2017-03-14,6937.52,0.2098,0.3957,2745.46,ACTIVE
5034,5034,2021-04-22,5424.02,0.2197,0.3698,2005.9,ACTIVE
5035,5035,2022-01-17,2771.24,0.2631,0.63,1745.91,ACTIVE
5036,5036,2016-07-17,9932.87,0.206,0.3471,3447.37,ACTIVE
5037,5037,2020-09-24,4251.89,0.2112,0.4098,1742.27,ACTIVE
5038,5038,2024-10-03,4773.33,0.2781,0.3717,1774.33,ACTIVE
5039,5039,2017-12-09,5522.73,0.2201,0.2817,1555.81,ACTIVE
5040,5040,2021-08-20,5807.42,0.2015,0.184,1068.54,ACTIVE
5041,5041,2015-10-21,7182.34,0.2076,0.4581,3290.29,ACTIVE
5042,5042,2016-08-16,6721.62,0.2036,0.4075,2738.73,ACTIVE
5043,5043,2024-01-07,2400.17,0.2958,0.5662,1359.09,ACTIVE
5044,5044,2016-02-18,5892.16,0.2024,0.3788,2231.95,ACTIVE
5045,5045,2015-09-21,3576.35,0.2356,0.3053,1091.99,ACTIVE
5046,5046,2017-08-11,10496.2,0.206,0.2837,2977.41,ACTIVE
5047,5047,2022-04-17,3857.01,0.2337,0.5268,2031.82,ACTIVE
5048,5048,2018-06-07,8849.74,0.223,0.4158,3679.64,ACTIVE
5049,5049,2016-06-17,3380.37,0.2599,0.4259,1439.85,ACTIVE
5050,5050,2017-01-13,10310.09,0.1955,0.3497,3604.99,ACTIVE
5051,5051,2020-10-24,5392.53,0.2323,0.1767,953.05,ACTIVE
5052,5052,2018-02-07,7864.7,0.218,0.2589,2035.9,ACTIVE
5053,5053,2021-03-23,6302.02,0.2221,0.4983,3140.42,ACTIVE
5054,5054,2022-07-16,4988.96,0.2352,0.2566,1280.23,ACTIVE
5055,5055,2018-06-07,5779.16,0.2275,0.2507,1448.57,ACTIVE
5056,5056,2020-06-26,4017.8,0.2077,0.3143,1262.84,ACTIVE
5057,5057,2022-11-13,7623.52,0.2656,0.4181,3187.35,CLOSED
5058,5058,2018-07-07,6026.83,0.2128,0.1228,740.22,ACTIVE
5059,5059,2021-11-18,3532.06,0.206,0.3301,1165.9,ACTIVE
5060,5060,2019-04-03,4284.67,0.2364,0.4133,1770.78,ACTIVE
5061,5061,2021-06-21,4512.22,0.2636,0.3535,1595.27,ACTIVE
5062,5062,2016-04-18,9562.85,0.2431,0.3221,3080.36,ACTIVE
5063,5063,2016-08-16,5340.51,0.2573,0.3177,1696.94,ACTIVE
5064,5064,2020-05-27,1978.53,0.2408,0.4722,934.21,ACTIVE
5065,5065,2018-01-08,5705.85,0.2053,0.2786,1589.74,ACTIVE
5066,5066,2023-04-12,3330.85,0.2485,0.1883,627.34,ACTIVE
5067,5067,2015-03-25,3732.19,0.197,0.4818,1798.31,CLOSED
5068,5068,2022-12-13,7014.75,0.2234,0.452,3170.59,ACTIVE
5069,5069,2016-06-17,3529.42,0.2534,0.3604,1271.85,CLOSED
5070,5070,2016-09-15,6884.22,0.2157,0.5344,3678.77,ACTIVE
5071,5071,2023-04-12,3200.05,0.2704,0.3215,1028.85,ACTIVE
5072,5072,2024-12-02,3390.11,0.2372,0.4544,1540.37,ACTIVE
5073,5073,2017-10-10,3111.57,0.2363,0.3284,1021.99,ACTIVE
5074,5074,2016-06-17,3322.4,0.2355,0.3194,1061.05,ACTIVE
5075,5075,2018-01-08,4426.0,0.246,0.5386,2383.75,ACTIVE
5076,5076,2024-07-05,8516.76,0.2327,0.2535,2158.96,ACTIVE
5077,5077,2018-09-05,3818.15,0.2487,0.4444,1696.73,ACTIVE
5078,5078,2021-03-23,9120.11,0.2326,0.2994,2730.48,CLOSED
5079,5079,2016-01-19,5227.45,0.2218,0.5284,2762.33,ACTIVE
5080,5080,2017-02-12,3275.16,0.262,0.4353,1425.83,CLOSED
5081,5081,2017-03-14,2583.27,0.2635,0.3695,954.44,ACTIVE
5082,5082,2021-01-22,4402.27,0.214,0.2527,1112.27,ACTIVE
5083,5083,2021-11-18,5055.32,0.2305,0.3655,1847.73,ACTIVE
5084,5084,2016-12-14,6345.9,0.2335,0.3516,2231.11,ACTIVE
5085,5085,2023-12-08,3106.7,0.2509,0.4203,1305.8,ACTIVE
5086,5086,2024-01-07,3369.63,0.2059,0.3116,1049.91,ACTIVE
5087,5087,2024-06-05,4361.49,0.2224,0.5249,2289.36,ACTIVE
5088,5088,2019-12-29,5949.87,0.2139,0.3457,2056.77,ACTIVE
5089,5089,2024-04-06,4064.8,0.2023,0.3461,1406.71,ACTIVE
5090,5090,2019-05-03,5552.43,0.1904,0.2466,1369.5,ACTIVE
5091,5091,2023-05-12,6897.21,0.1913,0.1548,1067.85,ACTIVE
5092,5092,2016-04-18,4758.26,0.2476,0.6069,2888.0,ACTIVE
5093,5093,2020-10-24,2463.68,0.261,0.6345,1563.27,ACTIVE
5094,5094,2024-02-06,4560.18,0.2494,0.4303,1962.07,ACTIVE
5095,5095,2018-03-09,7624.08,0.214,0.2888,2201.48,ACTIVE
5096,5096,2021-09-19,8916.67,0.2292,0.4757,4241.77,ACTIVE
5097,5097,2022-06-16,6126.1,0.191,0.2615,1602.03,ACTIVE
5098,5098,2018-07-07,5257.15,0.2323,0.2574,1353.11,ACTIVE
5099,5099,2015-08-22,3008.85,0.2484,0.3973,1195.38,ACTIVE
5100,5100,2015-05-24,6032.29,0.2136,0.329,1984.44,ACTIVE
5101,5101,2020-09-24,4550.95,0.2325,0.5156,2346.26,ACTIVE
5102,5102,2016-09-15,5441.26,0.2419,0.4034,2195.18,ACTIVE
5103,5103,2022-12-13,6337.05,0.223,0.2451,1552.91,ACTIVE
5104,5104,2016-09-15,9214.44,0.2112,0.4905,4519.55,ACTIVE
5105,5105,2015-09-21,7997.35,0.2434,0.4192,3352.57,ACTIVE
5106,5106,2019-11-29,4113.81,0.2376,0.3845,1581.68,ACTIVE
5107,5107,2019-11-29,4152.38,0.2218,0.3125,1297.6,ACTIVE
5108,5108,2019-07-02,10479.66,0.1976,0.2013,2109.84,ACTIVE
5109,5109,2024-05-06,5710.37,0.2367,0.4146,2367.77,ACTIVE
5110,5110,2016-07-17,10057.67,0.2017,0.1878,1888.7,ACTIVE
5111,5111,2017-10-10,3840.13,0.2589,0.5004,1921.6,ACTIVE
5112,5112,2016-06-17,10381.5,0.1929,0.2654,2755.05,ACTIVE
5113,5113,2023-12-08,3291.41,0.2371,0.3766,1239.57,ACTIVE
5114,5114,2017-02-12,4372.22,0.2801,0.604,2640.63,ACTIVE
5115,5115,2021-06-21,6487.03,0.1843,0.1659,1076.51,CLOSED
5116,5116,2016-12-14,3690.47,0.2491,0.4201,1550.29,ACTIVE
5117,5117,2015-03-25,3591.39,0.251,0.4164,1495.52,ACTIVE
5118,5118,2016-05-18,4580.52,0.2217,0.5245,2402.29,ACTIVE
5119,5119,2016-01-19,2773.66,0.2287,0.3933,1090.74,ACTIVE
5120,5120,2023-12-08,8586.41,0.1888,0.37,3176.75,ACTIVE
5121,5121,2021-10-19,11341.17,0.1455,0.0,0.0,CLOSED
5122,5122,2022-02-16,6999.15,0.2389,0.3974,2781.39,ACTIVE
5123,5123,2019-12-29,10305.62,0.1867,0.2679,2761.34,ACTIVE
5124,5124,2015-05-24,5677.64,0.2659,0.2553,1449.57,ACTIVE
5125,5125,2018-04-08,10626.2,0.1811,0.3483,3701.4,ACTIVE
5126,5126,2019-08-31,3711.62,0.2081,0.5435,2017.35,ACTIVE
5127,5127,2017-02-12,3678.41,0.2459,0.2415,888.48,ACTIVE
5128,5128,2023-04-12,9235.3,0.2129,0.3627,3349.8,ACTIVE
5129,5129,2018-07-07,4419.62,0.2496,0.4806,2123.95,ACTIVE
5130,5130,2020-01-28,5950.3,0.2413,0.403,2398.14,CLOSED
5131,5131,2023-01-12,5599.93,0.2618,0.3718,2082.08,ACTIVE
5132,5132,2018-09-05,3015.26,0.2365,0.4207,1268.65,ACTIVE
5133,5133,2016-10-15,2642.85,0.2616,0.3605,952.69,ACTIVE
5134,5134,2016-11-14,6545.86,0.214,0.3494,2287.3,ACTIVE
5135,5135,2016-09-15,6365.71,0.207,0.4119,2622.01,ACTIVE
5136,5136,2017-01-13,8276.11,0.1528,0.2101,1739.22,ACTIVE
5137,5137,2020-05-27,4880.12,0.2406,0.2986,1457.09,ACTIVE
5138,5138,2024-08-04,5112.09,0.2401,0.3712,1897.83,ACTIVE
5139,5139,2015-07-23,5299.55,0.2366,0.4323,2291.15,ACTIVE
5140,5140,2020-07-26,4327.23,0.2906,0.4,1730.96,ACTIVE
5141,5141,2018-11-04,4721.28,0.2661,0.6517,3076.73,ACTIVE
5142,5142,2024-11-02,7271.6,0.2416,0.3371,2451.38,ACTIVE
5143,5143,2016-04-18,5027.08,0.2455,0.3365,1691.63,ACTIVE
5144,5144,2016-04-18,8775.67,0.206,0.3691,3239.23,ACTIVE
5145,5145,2015-11-20,6746.56,0.2215,0.324,2185.92,ACTIVE
5146,5146,2023-05-12,8576.8,0.212,0.3541,3037.21,ACTIVE
5147,5147,2016-09-15,6442.07,0.216,0.291,1874.4,ACTIVE
5148,5148,2018-12-04,4952.74,0.2217,0.4989,2471.15,ACTIVE
5149,5149,2023-08-10,5726.08,0.2247,0.3648,2088.95,ACTIVE
5150,5150,2019-06-02,5619.21,0.2047,0.3496,1964.32,ACTIVE
5151,5151,2020-04-27,3395.52,0.2478,0.5548,1883.74,ACTIVE
5152,5152,2018-11-04,3786.08,0.2741,0.2477,937.71,ACTIVE
5153,5153,2024-03-07,3596.09,0.2515,0.4588,1650.03,ACTIVE
5154,5154,2019-07-02,6568.36,0.2219,0.3816,2506.79,ACTIVE
5155,5155,2018-05-08,3827.39,0.262,0.3801,1454.62,ACTIVE
5156,5156,2018-01-08,7471.08,0.2137,0.1578,1178.86,ACTIVE
5157,5157,2017-06-12,3006.98,0.2632,0.3439,1033.99,ACTIVE
5158,5158,2018-11-04,4007.13,0.2193,0.4583,1836.47,ACTIVE
5159,5159,2018-02-07,4894.92,0.2436,0.4634,2268.44,ACTIVE
5160,5160,2024-03-07,9727.75,0.1813,0.3031,2948.96,ACTIVE
5161,5161,2017-03-14,7629.4,0.1739,0.2372,1809.66,ACTIVE
5162,5162,2021-05-22,8013.5,0.2079,0.3006,2408.66,CLOSED
5163,5163,2019-08-31,4225.44,0.2381,0.2794,1180.71,CLOSED
5164,5164,2019-08-31,5630.24,0.272,0.4564,2569.9,ACTIVE
5165,5165,2015-05-24,3731.7,0.2274,0.3377,1260.06,ACTIVE
5166,5166,2021-10-19,4343.29,0.1857,0.3859,1675.94,ACTIVE
5167,5167,2021-03-23,2276.69,0.2384,0.455,1035.84,ACTIVE
5168,5168,2017-07-12,4412.95,0.1994,0.3312,1461.77,ACTIVE
5169,5169,2018-10-05,6602.03,0.1581,0.4405,2907.94,ACTIVE
5170,5170,2021-11-18,5346.42,0.2117,0.3751,2005.34,ACTIVE
5171,5171,2021-08-20,3779.68,0.235,0.345,1303.99,ACTIVE
5172,5172,2016-11-14,8274.3,0.2326,0.4464,3693.66,ACTIVE
5173,5173,2016-10-15,5662.68,0.2069,0.3579,2026.68,ACTIVE
5174,5174,2023-08-10,4148.57,0.2527,0.2849,1182.02,ACTIVE
5175,5175,2021-02-21,5221.51,0.2294,0.4245,2216.56,ACTIVE
5176,5176,2017-06-12,3111.17,0.2175,0.2879,895.62,ACTIVE
5177,5177,2023-11-08,10464.73,0.2046,0.2675,2799.27,ACTIVE
5178,5178,2023-03-13,5785.49,0.211,0.3764,2177.68,ACTIVE
5179,5179,2023-06-11,3359.6,0.272,0.3358,1128.0,ACTIVE
5180,5180,2019-10-30,5232.16,0.1847,0.2134,1116.68,ACTIVE
5181,5181,2020-07-26,4923.65,0.1823,0.2702,1330.53,ACTIVE
5182,5182,2021-11-18,5130.34,0.2232,0.2179,1117.94,ACTIVE
5183,5183,2023-09-09,5238.73,0.2355,0.498,2608.91,ACTIVE
5184,5184,2018-10-05,10402.46,0.1675,0.1993,2073.66,ACTIVE
5185,5185,2017-02-12,4235.49,0.2223,0.5186,2196.72,ACTIVE
5186,5186,2022-12-13,3904.16,0.2198,0.1927,752.19,CLOSED
5187,5187,2018-07-07,3991.86,0.2377,0.4415,1762.32,ACTIVE
5188,5188,2017-03-14,6471.45,0.2124,0.3254,2106.02,ACTIVE
5189,5189,2019-08-01,4598.02,0.3045,0.4802,2208.1,ACTIVE
5190,5190,2019-06-02,6590.09,0.2689,0.4702,3098.68,ACTIVE
5191,5191,2023-05-12,6751.14,0.1742,0.2861,1931.29,CLOSED
5192,5192,2015-08-22,4312.7,0.1931,0.1845,795.55,ACTIVE
5193,5193,2015-08-22,8264.02,0.2272,0.4308,3559.91,ACTIVE
5194,5194,2018-01-08,6687.58,0.2535,0.5612,3752.86,ACTIVE
