customer_id,age,tenure_months,income_band,region,risk_score
2831,70,59,HIGH,MIDWEST,582
2832,63,75,MID,WEST,602
2833,37,90,HIGH,MIDWEST,725
2834,50,7,MID,SOUTH,780
2835,41,35,MID,MIDWEST,549
2836,50,67,LOW,SOUTH,589
2837,73,65,HIGH,NORTHEAST,630
2838,69,39,MID,SOUTH,757
2839,32,0,MID,MIDWEST,634
2840,73,114,LOW,SOUTH,669
2841,44,73,MID,SOUTH,701
2842,59,90,HIGH,NORTHEAST,729
2843,62,52,MID,WEST,693
2844,47,60,HIGH,MIDWEST,721
2845,45,53,MID,SOUTH,735
2846,45,51,HIGH,WEST,697
2847,67,80,MID,MIDWEST,737
2848,41,119,MID,MIDWEST,725
2849,36,93,HIGH,WEST,830
2850,40,80,HIGH,NORTHEAST,612
2851,31,1,LOW,NORTHEAST,598
2852,42,61,HIGH,NORTHEAST,676
2853,27,114,MID,SOUTH,691
2854,25,47,LOW,MIDWEST,658
2855,60,65,MID,NORTHEAST,694
2856,25,38,MID,WEST,627
2857,51,22,MID,NORTHEAST,663
2858,63,84,MID,MIDWEST,610
2859,60,37,LOW,WEST,836
2860,45,70,LOW,NORTHEAST,596
2861,31,71,MID,SOUTH,582
2862,71,101,LOW,MIDWEST,729
2863,66,112,MID,WEST,708
2864,54,66,MID,MIDWEST,582
2865,25,6,LOW,NORTHEAST,670
2866,22,69,LOW,SOUTH,793
2867,38,106,MID,NORTHEAST,674
2868,29,57,HIGH,MIDWEST,689
2869,67,67,HIGH,SOUTH,642
2870,32,91,MID,WEST,685
2871,36,52,LOW,MIDWEST,741
2872,73,49,MID,WEST,632
2873,65,57,MID,NORTHEAST,749
2874,32,102,MID,WEST,712
2875,41,58,MID,MIDWEST,693
2876,48,39,MID,NORTHEAST,649
2877,56,71,LOW,WEST,700
2878,71,83,HIGH,NORTHEAST,645
2879,68,109,MID,NORTHEAST,751
2880,73,107,LOW,WEST,683
2881,23,93,HIGH,MIDWEST,723
2882,33,92,MID,NORTHEAST,769
2883,51,53,LOW,NORTHEAST,512
2884,23,41,LOW,WEST,665
2885,40,67,MID,WEST,567
2886,29,84,MID,MIDWEST,688
2887,71,62,MID,WEST,623
2888,24,24,LOW,NORTHEAST,591
2889,29,1,LOW,MIDWEST,430
2890,31,6,MID,MIDWEST,734
2891,29,51,MID,WEST,850
2892,51,94,MID,SOUTH,724
2893,40,94,MID,WEST,723
2894,70,96,MID,SOUTH,585
2895,35,85,MID,NORTHEAST,711
2896,50,2,MID,WEST,708
2897,56,106,MID,SOUTH,658
2898,54,113,LOW,NORTHEAST,640
2899,64,101,MID,NORTHEAST,692
2900,31,53,LOW,SOUTH,604
2901,48,25,MID,NORTHEAST,686
2902,64,108,MID,WEST,538
2903,67,22,MID,WEST,510
2904,54,94,HIGH,WEST,773
2905,56,115,MID,MIDWEST,685
2906,67,108,LOW,NORTHEAST,686
2907,54,62,HIGH,SOUTH,735
2908,72,100,MID,MIDWEST,850
2909,27,99,MID,WEST,672
2910,39,116,LOW,MIDWEST,622
2911,27,43,MID,NORTHEAST,570
2912,25,75,MID,WEST,580
2913,46,98,HIGH,NORTHEAST,720
2914,33,27,MID,SOUTH,629
2915,42,27,MID,WEST,619
2916,44,46,MID,SOUTH,556
2917,54,43,HIGH,WEST,614
2918,72,90,LOW,SOUTH,744
2919,66,112,MID,MIDWEST,635
2920,41,18,LOW,NORTHEAST,628
2921,38,39,LOW,SOUTH,630
2922,62,111,MID,MIDWEST,708
2923,27,71,MID,WEST,592
2924,50,24,HIGH,WEST,589
2925,43,72,MID,NORTHEAST,535
2926,30,105,LOW,WEST,565
2927,54,44,LOW,WEST,573
2928,38,58,LOW,WEST,564
2929,31,73,MID,MIDWEST,603
2930,56,100,MID,MIDWEST,631
2931,30,67,MID,WEST,526
2932,57,114,LOW,MIDWEST,608
2933,29,90,LOW,NORTHEAST,658
2934,44,50,LOW,NORTHEAST,664
2935,64,58,MID,WEST,568
2936,33,83,LOW,WEST,567
2937,62,8,LOW,MIDWEST,545
2938,59,27,MID,MIDWEST,637
2939,69,28,LOW,WEST,717
2940,30,96,MID,MIDWEST,531
2941,59,98,HIGH,NORTHEAST,602
2942,71,98,LOW,NORTHEAST,682
2943,62,12,LOW,MIDWEST,588
2944,31,35,LOW,NORTHEAST,596
2945,65,37,LOW,NORTHEAST,680
2946,26,2,HIGH,SOUTH,762
2947,52,30,MID,SOUTH,606
2948,47,51,MID,MIDWEST,710
2949,49,106,MID,WEST,641
2950,49,20,LOW,MIDWEST,516
2951,22,103,MID,MIDWEST,654
2952,48,98,LOW,MIDWEST,572
2953,71,18,HIGH,WEST,723
2954,44,31,MID,SOUTH,731
2955,35,54,LOW,NORTHEAST,537
2956,74,113,MID,NORTHEAST,646
2957,26,94,LOW,SOUTH,579
2958,47,116,LOW,SOUTH,656
2959,48,37,LOW,NORTHEAST,676
2960,46,109,LOW,SOUTH,652
2961,70,114,LOW,SOUTH,736
2962,43,71,HIGH,MIDWEST,615
2963,73,18,LOW,SOUTH,567
2964,24,32,MID,SOUTH,648
2965,60,15,LOW,NORTHEAST,473
2966,53,96,LOW,NORTHEAST,623
2967,33,37,LOW,WEST,594
2968,33,84,LOW,NORTHEAST,681
2969,59,32,LOW,SOUTH,778
2970,55,117,LOW,NORTHEAST,638
2971,54,92,LOW,SOUTH,816
2972,23,45,MID,SOUTH,609
2973,53,57,HIGH,SOUTH,685
2974,73,7,LOW,SOUTH,665
2975,21,16,MID,WEST,667
2976,46,119,MID,NORTHEAST,741
2977,47,97,MID,NORTHEAST,674
2978,69,100,MID,SOUTH,747
2979,36,77,MID,SOUTH,769
2980,46,26,HIGH,SOUTH,718
2981,59,12,LOW,NORTHEAST,526
2982,24,87,MID,WEST,564
2983,64,39,MID,NORTHEAST,734
2984,65,0,HIGH,SOUTH,688
2985,59,2,MID,MIDWEST,662
2986,56,66,HIGH,MIDWEST,689
2987,61,100,MID,MIDWEST,749
2988,63,43,MID,SOUTH,647
2989,69,119,HIGH,MIDWEST,726
2990,44,45,MID,SOUTH,664
2991,45,87,MID,SOUTH,769
2992,55,29,MID,WEST,550
2993,31,72,LOW,SOUTH,627
2994,67,32,HIGH,WEST,542
2995,62,93,HIGH,SOUTH,558
2996,55,54,MID,SOUTH,698
2997,37,5,LOW,WEST,717
2998,39,29,LOW,SOUTH,570
2999,44,42,LOW,SOUTH,673
3000,56,55,LOW,MIDWEST,558
3001,63,32,MID,SOUTH,684
3002,57,69,HIGH,NORTHEAST,592
3003,71,115,MID,NORTHEAST,586
3004,72,85,MID,NORTHEAST,706
3005,59,37,HIGH,SOUTH,765
3006,41,81,HIGH,MIDWEST,634
3007,53,116,MID,SOUTH,711
3008,43,29,MID,WEST,654
3009,54,27,MID,SOUTH,616
3010,64,4,MID,WEST,621
3011,40,101,LOW,WEST,667
3012,48,99,MID,NORTHEAST,719
3013,23,49,MID,WEST,663
3014,60,104,LOW,WEST,538
3015,47,78,HIGH,WEST,667
3016,45,117,HIGH,MIDWEST,697
3017,49,110,MID,WEST,788
3018,32,115,LOW,MIDWEST,541
3019,53,47,LOW,SOUTH,593
3020,61,76,MID,MIDWEST,654
3021,39,20,HIGH,WEST,758
3022,28,107,MID,SOUTH,629
3023,41,38,LOW,NORTHEAST,603
3024,31,53,LOW,SOUTH,595
3025,41,71,LOW,MIDWEST,681
3026,54,94,MID,WEST,663
3027,27,87,MID,WEST,659
3028,61,114,LOW,WEST,601
3029,33,85,MID,WEST,695
3030,69,95,HIGH,NORTHEAST,689
3031,60,68,MID,SOUTH,624
3032,35,49,LOW,NORTHEAST,554
3033,51,109,MID,MIDWEST,648
3034,26,45,HIGH,SOUTH,786
3035,26,74,LOW,NORTHEAST,556
3036,72,34,LOW,SOUTH,678
3037,64,57,MID,SOUTH,674
3038,29,44,LOW,MIDWEST,549
3039,36,31,HIGH,SOUTH,757
3040,31,98,MID,NORTHEAST,774
3041,42,92,LOW,WEST,614
3042,36,84,HIGH,NORTHEAST,665
3043,38,9,MID,SOUTH,632
3044,49,29,MID,NORTHEAST,594
3045,31,26,LOW,WEST,777
3046,68,85,MID,WEST,752
3047,60,107,HIGH,SOUTH,766
3048,62,45,LOW,SOUTH,733
3049,30,39,MID,SOUTH,657
3050,59,66,HIGH,MIDWEST,615
3051,66,118,MID,WEST,593
3052,30,44,LOW,SOUTH,651
3053,61,33,LOW,NORTHEAST,651
3054,40,62,MID,WEST,583
3055,63,109,MID,WEST,641
3056,46,87,LOW,MIDWEST,641
3057,64,62,LOW,NORTHEAST,631
3058,28,87,MID,MIDWEST,664
3059,42,1,MID,NORTHEAST,570
3060,35,90,LOW,WEST,720
3061,34,11,MID,NORTHEAST,606
3062,37,46,MID,MIDWEST,610
3063,41,41,LOW,WEST,553
3064,27,82,LOW,MIDWEST,650
3065,59,28,HIGH,SOUTH,651
3066,50,28,HIGH,SOUTH,751
3067,65,106,LOW,NORTHEAST,649
3068,59,57,HIGH,MIDWEST,685
3069,29,88,MID,WEST,723
3070,24,69,HIGH,NORTHEAST,664
3071,43,74,HIGH,NORTHEAST,633
3072,46,82,MID,WEST,705
3073,33,80,MID,NORTHEAST,532
3074,63,109,LOW,SOUTH,755
3075,52,94,MID,NORTHEAST,673
3076,61,36,MID,NORTHEAST,791
3077,26,20,MID,WEST,654
3078,65,101,LOW,SOUTH,753
3079,32,44,HIGH,SOUTH,756
3080,45,37,HIGH,WEST,671
3081,44,13,LOW,WEST,553
3082,65,66,MID,MIDWEST,692
3083,35,61,HIGH,WEST,664
3084,34,99,MID,SOUTH,503
3085,39,89,HIGH,NORTHEAST,781
3086,40,86,MID,MIDWEST,780
3087,30,64,LOW,NORTHEAST,544
3088,30,103,MID,WEST,640
3089,33,117,MID,NORTHEAST,611
3090,46,97,LOW,SOUTH,698
3091,39,41,MID,WEST,789
3092,42,33,MID,MIDWEST,733
3093,59,0,MID,NORTHEAST,565
3094,34,119,MID,SOUTH,566
3095,70,87,MID,WEST,587
3096,61,112,MID,WEST,627
3097,30,94,MID,MIDWEST,538
3098,37,51,LOW,MIDWEST,669
3099,30,17,HIGH,MIDWEST,717
3100,35,5,HIGH,WEST,792
3101,40,95,MID,NORTHEAST,776
3102,28,36,MID,SOUTH,740
3103,21,45,HIGH,WEST,763
3104,44,100,LOW,MIDWEST,677
3105,58,57,LOW,SOUTH,573
3106,37,114,LOW,MIDWEST,609
3107,67,65,MID,SOUTH,551
3108,40,99,LOW,MIDWEST,693
3109,69,15,MID,NORTHEAST,626
3110,33,47,MID,MIDWEST,617
3111,50,21,LOW,MIDWEST,666
3112,62,6,MID,MIDWEST,661
3113,24,118,LOW,WEST,593
3114,71,62,MID,SOUTH,713
3115,40,42,LOW,WEST,563
3116,47,45,LOW,MIDWEST,730
3117,54,28,LOW,MIDWEST,532
3118,55,14,MID,NORTHEAST,585
3119,22,109,LOW,WEST,737
3120,67,12,MID,MIDWEST,636
3121,54,46,HIGH,NORTHEAST,748
3122,74,18,MID,MIDWEST,704
3123,46,111,LOW,WEST,738
3124,54,24,MID,WEST,758
3125,44,47,LOW,WEST,733
3126,69,90,HIGH,NORTHEAST,586
3127,65,68,MID,MIDWEST,802
3128,70,45,MID,NORTHEAST,529
3129,48,67,LOW,NORTHEAST,557
3130,63,52,MID,SOUTH,511
3131,40,34,MID,WEST,607
3132,45,71,LOW,WEST,544
3133,62,43,MID,MIDWEST,744
3134,25,115,LOW,SOUTH,542
3135,59,55,HIGH,NORTHEAST,501
3136,21,90,HIGH,SOUTH,716
3137,52,28,LOW,NORTHEAST,585
3138,46,77,LOW,MIDWEST,725
3139,46,67,MID,NORTHEAST,668
3140,47,89,HIGH,WEST,622
3141,47,55,LOW,SOUTH,830
3142,42,86,LOW,SOUTH,583
3143,45,7,MID,NORTHEAST,532
3144,51,82,LOW,MIDWEST,641
3145,62,90,LOW,NORTHEAST,604
3146,50,59,MID,SOUTH,580
3147,55,4,MID,WEST,671
3148,66,68,MID,SOUTH,566
3149,74,93,LOW,SOUTH,603
3150,26,55,MID,MIDWEST,555
3151,59,11,MID,WEST,624
3152,33,47,MID,SOUTH,670
3153,31,119,HIGH,NORTHEAST,694
3154,63,32,LOW,WEST,676
3155,24,63,MID,NORTHEAST,554
3156,66,42,HIGH,SOUTH,591
3157,62,85,LOW,SOUTH,706
3158,74,51,HIGH,NORTHEAST,705
3159,57,46,MID,NORTHEAST,633
3160,68,69,LOW,SOUTH,655
3161,27,68,LOW,MIDWEST,850
3162,69,59,LOW,SOUTH,500
3163,29,30,HIGH,NORTHEAST,669
3164,37,12,HIGH,MIDWEST,687
3165,27,82,MID,NORTHEAST,499
3166,42,40,LOW,MIDWEST,680
3167,61,73,MID,WEST,666
3168,35,45,MID,SOUTH,566
3169,65,102,LOW,SOUTH,620
3170,53,84,LOW,SOUTH,624
3171,54,48,MID,WEST,596
3172,71,39,MID,MIDWEST,649
3173,44,89,MID,SOUTH,630
3174,39,0,MID,WEST,633
3175,74,6,LOW,WEST,663
3176,51,10,LOW,WEST,564
3177,54,41,MID,SOUTH,552
3178,37,59,MID,SOUTH,729
3179,32,35,LOW,MIDWEST,671
3180,30,22,HIGH,SOUTH,592
3181,33,37,MID,WEST,664
3182,31,59,LOW,MIDWEST,598
3183,61,35,LOW,MIDWEST,702
3184,24,68,HIGH,NORTHEAST,690
3185,54,45,MID,MIDWEST,553
3186,72,112,LOW,MIDWEST,644
3187,62,119,MID,SOUTH,529
3188,42,78,LOW,SOUTH,457
3189,24,66,MID,SOUTH,674
3190,66,3,MID,NORTHEAST,648
3191,21,74,HIGH,SOUTH,662
3192,57,45,MID,NORTHEAST,691
3193,57,34,MID,MIDWEST,528
3194,31,95,LOW,MIDWEST,693
3195,60,5,HIGH,WEST,682
3196,30,31,LOW,NORTHEAST,647
3197,33,92,LOW,MIDWEST,565
3198,64,110,HIGH,SOUTH,757
3199,73,61,HIGH,NORTHEAST,588
3200,35,63,MID,MIDWEST,575
3201,70,116,MID,SOUTH,632
3202,70,11,LOW,NORTHEAST,623
3203,62,57,MID,WEST,626
3204,28,29,LOW,NORTHEAST,573
3205,37,57,LOW,WEST,695
3206,57,108,MID,SOUTH,759
3207,74,71,HIGH,WEST,601
3208,64,118,HIGH,MIDWEST,617
3209,43,60,HIGH,NORTHEAST,735
3210,33,103,MID,SOUTH,615
3211,72,20,LOW,NORTHEAST,711
3212,35,38,LOW,WEST,513
3213,39,32,MID,WEST,666
3214,73,92,LOW,MIDWEST,517
3215,51,61,MID,MIDWEST,670
3216,35,26,MID,WEST,659
3217,21,20,HIGH,MIDWEST,655
3218,44,46,MID,WEST,602
3219,74,18,MID,NORTHEAST,628
3220,44,83,MID,NORTHEAST,597
3221,58,101,MID,WEST,665
3222,34,116,LOW,WEST,636
3223,62,28,MID,WEST,515
3224,62,52,MID,SOUTH,623
3225,53,60,LOW,SOUTH,622
3226,62,59,MID,SOUTH,618
3227,52,54,HIGH,NORTHEAST,840
3228,41,26,LOW,MIDWEST,579
3229,60,13,MID,SOUTH,743
3230,66,48,LOW,NORTHEAST,512
3231,66,11,MID,SOUTH,638
3232,32,7,HIGH,WEST,648
3233,57,62,LOW,MIDWEST,623
3234,21,103,HIGH,MIDWEST,614
3235,51,64,HIGH,SOUTH,632
3236,51,2,LOW,SOUTH,533
3237,40,100,MID,SOUTH,685
3238,74,82,HIGH,SOUTH,728
3239,68,36,HIGH,SOUTH,788
3240,23,32,MID,MIDWEST,741
3241,32,107,LOW,NORTHEAST,617
3242,32,57,LOW,NORTHEAST,628
3243,69,16,LOW,WEST,547
3244,49,33,MID,NORTHEAST,697
3245,60,31,MID,SOUTH,564
3246,64,48,MID,WEST,510
3247,62,41,MID,WEST,626
3248,25,65,LOW,MIDWEST,643
3249,28,38,HIGH,WEST,613
3250,42,76,LOW,NORTHEAST,570
3251,39,59,LOW,MIDWEST,609
3252,61,112,HIGH,SOUTH,761
3253,29,99,LOW,WEST,717
3254,41,39,LOW,NORTHEAST,577
3255,33,5,HIGH,MIDWEST,770
3256,31,70,HIGH,WEST,662
3257,30,40,HIGH,WEST,588
3258,31,108,LOW,NORTHEAST,649
3259,51,48,LOW,SOUTH,698
3260,43,34,LOW,MIDWEST,713
3261,44,40,LOW,NORTHEAST,543
3262,46,103,HIGH,SOUTH,639
3263,61,13,LOW,SOUTH,679
3264,67,114,MID,WEST,679
3265,49,28,LOW,NORTHEAST,463
3266,55,101,MID,NORTHEAST,653
3267,60,65,LOW,MIDWEST,573
3268,58,68,LOW,WEST,624
3269,28,24,LOW,MIDWEST,677
3270,74,86,HIGH,SOUTH,850
3271,29,77,MID,WEST,684
3272,43,57,MID,MIDWEST,689
3273,56,54,LOW,WEST,596
3274,42,71,MID,MIDWEST,582
3275,34,56,MID,MIDWEST,607
3276,70,116,MID,NORTHEAST,571
3277,24,4,MID,MIDWEST,815
3278,34,30,HIGH,MIDWEST,662
3279,74,102,HIGH,MIDWEST,758
3280,60,95,HIGH,MIDWEST,758
3281,25,41,MID,MIDWEST,656
3282,61,60,LOW,MIDWEST,698
3283,73,3,LOW,WEST,586
3284,26,21,LOW,MIDWEST,640
3285,43,113,LOW,NORTHEAST,664
3286,46,77,MID,SOUTH,627
3287,28,4,MID,SOUTH,580
3288,31,95,MID,NORTHEAST,561
3289,30,48,MID,NORTHEAST,689
3290,31,68,HIGH,WEST,737
3291,42,102,LOW,NORTHEAST,697
3292,46,100,LOW,MIDWEST,583
3293,33,16,MID,SOUTH,484
3294,36,43,MID,WEST,685
3295,31,32,MID,SOUTH,580
3296,63,109,HIGH,WEST,659
3297,32,93,LOW,MIDWEST,653
3298,70,77,MID,NORTHEAST,643
3299,50,7,HIGH,SOUTH,565
3300,64,96,MID,WEST,612
3301,55,67,MID,MIDWEST,647
3302,35,32,LOW,NORTHEAST,604
3303,53,53,LOW,SOUTH,603
3304,35,53,LOW,MIDWEST,694
3305,27,35,MID,MIDWEST,583
3306,34,109,MID,SOUTH,696
3307,35,110,HIGH,NORTHEAST,791
3308,28,6,MID,MIDWEST,741
3309,22,112,LOW,NORTHEAST,468
3310,71,48,HIGH,SOUTH,673
3311,48,95,LOW,SOUTH,636
3312,42,93,MID,WEST,695
3313,71,71,LOW,SOUTH,663
3314,33,89,MID,WEST,734
3315,42,81,HIGH,NORTHEAST,643
3316,66,102,LOW,NORTHEAST,593
3317,55,50,MID,NORTHEAST,607
3318,42,88,MID,NORTHEAST,809
3319,34,117,LOW,MIDWEST,635
3320,22,113,LOW,WEST,572
3321,25,17,MID,SOUTH,562
3322,29,59,LOW,NORTHEAST,607
3323,63,61,LOW,NORTHEAST,665
3324,55,74,MID,SOUTH,677
3325,44,77,MID,NORTHEAST,531
3326,63,101,LOW,WEST,670
3327,29,63,HIGH,MIDWEST,669
3328,32,84,HIGH,NORTHEAST,778
3329,42,107,HIGH,MIDWEST,670
3330,70,12,MID,SOUTH,640
3331,54,77,LOW,SOUTH,616
3332,66,44,LOW,SOUTH,577
3333,34,108,HIGH,NORTHEAST,608
3334,66,66,HIGH,WEST,799
3335,24,72,MID,SOUTH,735
3336,33,90,MID,SOUTH,553
3337,49,29,MID,WEST,666
3338,23,65,MID,WEST,665
3339,67,92,LOW,NORTHEAST,611
3340,67,93,MID,WEST,650
3341,50,27,MID,SOUTH,677
3342,37,100,MID,SOUTH,559
3343,26,19,MID,WEST,580
3344,54,31,MID,MIDWEST,588
3345,50,102,LOW,MIDWEST,540
3346,62,73,LOW,NORTHEAST,563
3347,53,65,LOW,NORTHEAST,620
3348,27,66,LOW,SOUTH,633
3349,27,116,LOW,NORTHEAST,711
3350,63,27,MID,NORTHEAST,722
3351,29,35,MID,NORTHEAST,556
3352,71,58,MID,WEST,754
3353,26,101,MID,NORTHEAST,749
3354,60,65,MID,NORTHEAST,676
3355,73,87,LOW,WEST,675
3356,44,98,MID,MIDWEST,696
3357,24,107,LOW,SOUTH,618
3358,68,55,LOW,WEST,561
3359,31,54,MID,WEST,647
3360,49,9,HIGH,WEST,673
3361,74,9,LOW,WEST,689
3362,61,58,MID,WEST,755
3363,23,89,LOW,NORTHEAST,799
3364,65,100,LOW,SOUTH,578
3365,29,49,HIGH,NORTHEAST,663
3366,61,68,MID,SOUTH,611
3367,54,97,MID,SOUTH,631
3368,36,38,HIGH,NORTHEAST,634
3369,43,19,MID,WEST,497
3370,27,110,LOW,SOUTH,631
3371,74,65,MID,SOUTH,716
3372,33,18,MID,NORTHEAST,635
3373,37,30,MID,MIDWEST,495
3374,48,39,MID,WEST,701
3375,57,24,MID,SOUTH,693
3376,48,52,LOW,WEST,796
3377,48,97,MID,MIDWEST,765
3378,52,88,LOW,MIDWEST,555
3379,67,110,LOW,NORTHEAST,694
3380,42,100,MID,WEST,743
3381,65,37,MID,MIDWEST,660
3382,63,7,HIGH,NORTHEAST,472
3383,72,18,MID,NORTHEAST,653
3384,70,95,MID,NORTHEAST,465
3385,64,40,LOW,WEST,703
3386,34,86,MID,SOUTH,614
3387,62,54,LOW,WEST,641
3388,60,107,MID,SOUTH,700
3389,36,60,MID,SOUTH,743
3390,57,108,LOW,WEST,627
3391,34,30,HIGH,MIDWEST,627
3392,49,93,MID,NORTHEAST,661
3393,64,62,MID,SOUTH,603
3394,31,22,MID,WEST,679
3395,39,28,MID,MIDWEST,552
3396,63,37,MID,SOUTH,642
3397,45,18,LOW,SOUTH,500
3398,72,112,HIGH,SOUTH,721
3399,21,25,MID,NORTHEAST,617
3400,59,71,MID,SOUTH,645
3401,64,68,MID,NORTHEAST,699
3402,70,64,LOW,NORTHEAST,582
3403,29,75,MID,MIDWEST,614
3404,74,109,MID,NORTHEAST,783
3405,42,116,HIGH,MIDWEST,694
3406,40,104,LOW,MIDWEST,604
3407,40,55,MID,SOUTH,765
3408,55,87,HIGH,SOUTH,668
3409,56,22,HIGH,SOUTH,744
3410,46,105,MID,SOUTH,654
3411,24,23,MID,MIDWEST,659
3412,74,13,MID,MIDWEST,802
3413,32,99,LOW,MIDWEST,580
3414,26,90,MID,SOUTH,714
3415,53,16,MID,WEST,635
3416,43,115,LOW,WEST,588
3417,54,13,MID,NORTHEAST,557
3418,68,5,LOW,SOUTH,599
3419,26,114,MID,WEST,600
3420,36,26,MID,MIDWEST,757
3421,48,28,HIGH,MIDWEST,628
3422,63,95,LOW,WEST,595
3423,53,72,LOW,SOUTH,669
3424,41,62,MID,WEST,668
3425,53,118,MID,WEST,650
3426,73,10,LOW,NORTHEAST,665
3427,46,111,MID,NORTHEAST,566
3428,68,32,HIGH,MIDWEST,537
3429,63,74,MID,NORTHEAST,578
3430,37,38,LOW,MIDWEST,745
3431,34,35,LOW,NORTHEAST,491
3432,62,38,MID,SOUTH,667
3433,32,67,MID,MIDWEST,576
3434,39,105,HIGH,SOUTH,677
3435,33,13,LOW,MIDWEST,521
3436,53,79,MID,NORTHEAST,520
3437,36,103,HIGH,SOUTH,657
3438,56,88,LOW,WEST,773
3439,71,117,HIGH,WEST,596
3440,65,1,MID,MIDWEST,733
3441,72,43,MID,SOUTH,701
3442,22,51,MID,NORTHEAST,695
3443,45,64,HIGH,WEST,731
3444,32,38,HIGH,NORTHEAST,696
3445,70,30,LOW,SOUTH,567
3446,59,102,MID,NORTHEAST,697
3447,38,27,LOW,MIDWEST,615
3448,51,114,LOW,MIDWEST,756
3449,53,4,MID,NORTHEAST,622
3450,47,50,MID,WEST,612
3451,46,73,MID,SOUTH,679
3452,23,116,LOW,SOUTH,729
3453,45,91,LOW,SOUTH,593
3454,39,1,LOW,SOUTH,591
3455,65,89,LOW,WEST,571
3456,67,39,LOW,SOUTH,525
3457,61,103,HIGH,SOUTH,701
3458,22,92,LOW,NORTHEAST,598
3459,66,23,HIGH,MIDWEST,642
3460,42,43,LOW,WEST,592
3461,43,98,MID,NORTHEAST,725
3462,72,110,LOW,SOUTH,575
3463,67,72,LOW,MIDWEST,603
3464,23,26,MID,SOUTH,592
3465,40,46,LOW,MIDWEST,560
3466,61,95,LOW,WEST,572
3467,50,71,MID,MIDWEST,552
3468,34,24,MID,NORTHEAST,676
3469,49,34,MID,MIDWEST,643
3470,67,23,LOW,WEST,542
3471,33,56,LOW,NORTHEAST,698
3472,61,53,MID,NORTHEAST,517
3473,60,65,HIGH,WEST,771
3474,68,113,LOW,WEST,743
3475,37,78,LOW,WEST,578
3476,32,70,MID,MIDWEST,793
3477,50,43,HIGH,SOUTH,553
3478,49,76,LOW,SOUTH,506
3479,43,114,MID,SOUTH,633
3480,63,1,MID,NORTHEAST,575
3481,64,41,LOW,SOUTH,680
3482,34,6,MID,MIDWEST,649
3483,63,24,MID,NORTHEAST,654
3484,33,8,LOW,MIDWEST,607
3485,43,71,LOW,MIDWEST,630
3486,22,98,LOW,NORTHEAST,585
3487,39,112,LOW,SOUTH,683
3488,72,28,MID,SOUTH,733
3489,44,83,MID,NORTHEAST,647
3490,59,39,HIGH,NORTHEAST,743
3491,26,37,MID,NORTHEAST,582
3492,55,73,MID,MIDWEST,613
3493,41,81,LOW,SOUTH,739
3494,61,70,MID,WEST,624
3495,71,11,LOW,NORTHEAST,633
3496,49,49,LOW,SOUTH,584
3497,26,34,MID,WEST,612
3498,46,0,MID,NORTHEAST,646
3499,27,4,LOW,MIDWEST,510
3500,45,53,MID,MIDWEST,669
3501,24,12,LOW,NORTHEAST,557
3502,55,88,MID,SOUTH,642
3503,37,6,MID,SOUTH,708
3504,31,28,MID,MIDWEST,604
3505,21,118,LOW,WEST,495
3506,68,85,MID,MIDWEST,685
3507,66,66,LOW,WEST,769
3508,64,1,MID,WEST,702
3509,24,5,HIGH,WEST,574
3510,39,108,LOW,SOUTH,536
3511,73,95,MID,WEST,704
3512,52,114,LOW,WEST,765
3513,27,96,MID,WEST,639
3514,28,0,MID,SOUTH,599
3515,35,96,MID,MIDWEST,665
3516,73,54,MID,NORTHEAST,679
3517,30,83,HIGH,NORTHEAST,785
3518,69,49,HIGH,NORTHEAST,808
3519,57,86,HIGH,WEST,672
3520,70,101,LOW,SOUTH,541
3521,65,116,HIGH,MIDWEST,733
3522,38,64,LOW,SOUTH,619
3523,65,33,LOW,NORTHEAST,636
3524,30,73,MID,MIDWEST,715
3525,36,59,LOW,NORTHEAST,654
3526,32,24,MID,MIDWEST,614
3527,28,86,LOW,MIDWEST,675
3528,25,9,MID,MIDWEST,589
3529,31,48,LOW,NORTHEAST,660
3530,27,83,LOW,WEST,588
3531,41,110,HIGH,SOUTH,760
3532,24,74,MID,SOUTH,691
3533,24,117,LOW,WEST,613
3534,74,99,MID,WEST,659
3535,25,28,HIGH,WEST,654
3536,24,101,MID,WEST,646
3537,22,40,LOW,SOUTH,562
3538,28,75,HIGH,SOUTH,636
3539,49,24,MID,NORTHEAST,798
3540,65,64,LOW,WEST,674
3541,60,81,LOW,WEST,643
3542,52,109,LOW,WEST,646
3543,25,113,HIGH,WEST,825
3544,62,96,HIGH,SOUTH,671
3545,23,67,MID,MIDWEST,649
3546,55,105,MID,NORTHEAST,592
3547,43,12,HIGH,MIDWEST,652
3548,68,119,MID,WEST,751
3549,37,24,MID,WEST,677
3550,55,48,HIGH,NORTHEAST,594
3551,44,108,LOW,SOUTH,782
3552,49,86,LOW,WEST,459
3553,71,101,MID,MIDWEST,610
3554,59,82,MID,MIDWEST,654
3555,43,72,LOW,NORTHEAST,629
3556,45,20,LOW,SOUTH,624
3557,59,119,MID,NORTHEAST,706
3558,39,76,MID,NORTHEAST,692
3559,30,80,HIGH,MIDWEST,544
3560,46,51,HIGH,MIDWEST,639
3561,24,114,MID,MIDWEST,668
3562,30,54,MID,NORTHEAST,588
3563,43,22,MID,WEST,722
3564,64,21,LOW,MIDWEST,565
3565,63,83,MID,WEST,549
3566,35,89,MID,MIDWEST,594
3567,43,24,HIGH,SOUTH,677
